"ltv","ttime","abt","tue"
"{""n"":""200""}","{""n"":""169828""}","{""n"":""4""}","{""n"":""15""}"
"{""n"":""405""}","{""n"":""5905869""}","{""n"":""3""}","{""n"":""241""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""26""}","{""n"":""15""}"
"{""n"":""224.00000000000003""}","{""n"":""0""}","{""n"":""15""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""7073644""}","{""n"":""25""}","{""n"":""198""}"
"{""n"":""120""}","{""n"":""0""}","{""n"":""44""}","{""n"":""15""}"
"{""n"":""225""}","{""n"":""3573133""}","{""n"":""21""}","{""n"":""56""}"
"{""n"":""525""}","{""n"":""6236140""}","{""n"":""14""}","{""n"":""85""}"
"{""n"":""835""}","{""n"":""945380""}","{""n"":""55""}","{""n"":""120""}"
"{""n"":""35""}","{""n"":""106207""}","{""n"":""37""}","{""n"":""15""}"
"{""n"":""460""}","{""n"":""0""}","{""n"":""27""}","{""n"":""15""}"
"{""n"":""1150""}","{""n"":""490110""}","{""n"":""6""}","{""n"":""35""}"
"{""n"":""100""}","{""n"":""924894""}","{""n"":""35""}","{""n"":""27""}"
"{""n"":""320""}","{""n"":""420777""}","{""n"":""48""}","{""n"":""22""}"
"{""n"":""180""}","{""n"":""29939""}","{""n"":""11""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""436003""}","{""n"":""50""}","{""n"":""22""}"
"{""n"":""200""}","{""n"":""327220""}","{""n"":""32""}","{""n"":""25""}"
"{""n"":""200""}","{""n"":""1055713""}","{""n"":""56""}","{""n"":""60""}"
"{""n"":""240""}","{""n"":""2487072""}","{""n"":""34""}","{""n"":""53""}"
"{""n"":""56.00000000000001""}","{""n"":""0""}","{""n"":""27""}","{""n"":""15""}"
"{""n"":""150""}","{""n"":""1260778""}","{""n"":""53""}","{""n"":""24""}"
"{""n"":""200""}","{""n"":""1065151""}","{""n"":""20""}","{""n"":""45""}"
"{""n"":""250.99999999999997""}","{""n"":""3634916""}","{""n"":""20""}","{""n"":""78""}"
"{""n"":""151""}","{""n"":""61624""}","{""n"":""52""}","{""n"":""15""}"
"{""n"":""151""}","{""n"":""243597""}","{""n"":""16""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""2956369""}","{""n"":""6""}","{""n"":""145""}"
"{""n"":""1220""}","{""n"":""61367626""}","{""n"":""55""}","{""n"":""2377""}"
"{""n"":""200""}","{""n"":""7019936""}","{""n"":""9""}","{""n"":""249""}"
"{""n"":""200""}","{""n"":""12920407""}","{""n"":""15""}","{""n"":""249""}"
"{""n"":""1345""}","{""n"":""86985""}","{""n"":""10""}","{""n"":""15""}"
"{""n"":""240""}","{""n"":""46000""}","{""n"":""1""}","{""n"":""15""}"
"{""n"":""180""}","{""n"":""911767""}","{""n"":""17""}","{""n"":""30""}"
"{""n"":""200""}","{""n"":""63919""}","{""n"":""30""}","{""n"":""15""}"
"{""n"":""750""}","{""n"":""46545343""}","{""n"":""59""}","{""n"":""1603""}"
"{""n"":""352""}","{""n"":""444004""}","{""n"":""28""}","{""n"":""19""}"
"{""n"":""530""}","{""n"":""13903427""}","{""n"":""15""}","{""n"":""177""}"
"{""n"":""150""}","{""n"":""1886454""}","{""n"":""37""}","{""n"":""45""}"
"{""n"":""105""}","{""n"":""3104790""}","{""n"":""49""}","{""n"":""21""}"
"{""n"":""250""}","{""n"":""109934""}","{""n"":""26""}","{""n"":""15""}"
"{""n"":""385""}","{""n"":""1503590""}","{""n"":""4""}","{""n"":""135""}"
"{""n"":""200""}","{""n"":""1254660""}","{""n"":""37""}","{""n"":""23""}"
"{""n"":""35""}","{""n"":""0""}","{""n"":""22""}","{""n"":""15""}"
"{""n"":""136""}","{""n"":""0""}","{""n"":""47""}","{""n"":""15""}"
"{""n"":""150""}","{""n"":""1797264""}","{""n"":""8""}","{""n"":""38""}"
"{""n"":""200""}","{""n"":""1334989""}","{""n"":""52""}","{""n"":""29""}"
"{""n"":""49""}","{""n"":""2675555""}","{""n"":""4""}","{""n"":""66""}"
"{""n"":""175""}","{""n"":""0""}","{""n"":""35""}","{""n"":""15""}"
"{""n"":""136""}","{""n"":""4809298""}","{""n"":""10""}","{""n"":""84""}"
"{""n"":""250""}","{""n"":""285730""}","{""n"":""17""}","{""n"":""23""}"
"{""n"":""365""}","{""n"":""26314148""}","{""n"":""57""}","{""n"":""634""}"
"{""n"":""250""}","{""n"":""2472013""}","{""n"":""41""}","{""n"":""87""}"
"{""n"":""225""}","{""n"":""0""}","{""n"":""46""}","{""n"":""15""}"
"{""n"":""280""}","{""n"":""0""}","{""n"":""46""}","{""n"":""15""}"
"{""n"":""350""}","{""n"":""2113119""}","{""n"":""54""}","{""n"":""41""}"
"{""n"":""425""}","{""n"":""58583234""}","{""n"":""13""}","{""n"":""378""}"
"{""n"":""250""}","{""n"":""535265""}","{""n"":""17""}","{""n"":""23""}"
"{""n"":""570""}","{""n"":""1646599""}","{""n"":""28""}","{""n"":""87""}"
"{""n"":""1450""}","{""n"":""385431240""}","{""n"":""14""}","{""n"":""3170""}"
"{""n"":""300""}","{""n"":""14014""}","{""n"":""60""}","{""n"":""65""}"
"{""n"":""400""}","{""n"":""194054""}","{""n"":""22""}","{""n"":""15""}"
"{""n"":""600""}","{""n"":""2624998""}","{""n"":""25""}","{""n"":""115""}"
"{""n"":""150""}","{""n"":""63973""}","{""n"":""24""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""50""}","{""n"":""15""}"
"{""n"":""150""}","{""n"":""7317165""}","{""n"":""51""}","{""n"":""71""}"
"{""n"":""250""}","{""n"":""0""}","{""n"":""49""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""1715001""}","{""n"":""58""}","{""n"":""173""}"
"{""n"":""200""}","{""n"":""274727""}","{""n"":""22""}","{""n"":""23""}"
"{""n"":""301""}","{""n"":""10069890""}","{""n"":""54""}","{""n"":""105""}"
"{""n"":""136""}","{""n"":""20009""}","{""n"":""31""}","{""n"":""15""}"
"{""n"":""523""}","{""n"":""275933702""}","{""n"":""25""}","{""n"":""1414""}"
"{""n"":""550""}","{""n"":""32464281""}","{""n"":""48""}","{""n"":""342""}"
"{""n"":""200""}","{""n"":""185571""}","{""n"":""34""}","{""n"":""15""}"
"{""n"":""180""}","{""n"":""8454138""}","{""n"":""25""}","{""n"":""235""}"
"{""n"":""150""}","{""n"":""88017""}","{""n"":""31""}","{""n"":""15""}"
"{""n"":""172""}","{""n"":""22005""}","{""n"":""59""}","{""n"":""15""}"
"{""n"":""300""}","{""n"":""99176""}","{""n"":""45""}","{""n"":""15""}"
"{""n"":""585""}","{""n"":""20013""}","{""n"":""9""}","{""n"":""15""}"
"{""n"":""830""}","{""n"":""446331""}","{""n"":""17""}","{""n"":""23""}"
"{""n"":""900""}","{""n"":""285175570""}","{""n"":""56""}","{""n"":""3654""}"
"{""n"":""400""}","{""n"":""679245""}","{""n"":""22""}","{""n"":""45""}"
"{""n"":""320""}","{""n"":""9501004""}","{""n"":""20""}","{""n"":""148""}"
"{""n"":""250""}","{""n"":""832248""}","{""n"":""41""}","{""n"":""100""}"
"{""n"":""150""}","{""n"":""199968""}","{""n"":""44""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""862283""}","{""n"":""55""}","{""n"":""60""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""24""}","{""n"":""15""}"
"{""n"":""180""}","{""n"":""25236754""}","{""n"":""23""}","{""n"":""274""}"
"{""n"":""810""}","{""n"":""4351889""}","{""n"":""34""}","{""n"":""64""}"
"{""n"":""200""}","{""n"":""147287""}","{""n"":""17""}","{""n"":""15""}"
"{""n"":""600""}","{""n"":""274433""}","{""n"":""14""}","{""n"":""24""}"
"{""n"":""200""}","{""n"":""2661""}","{""n"":""5""}","{""n"":""15""}"
"{""n"":""200.99999999999997""}","{""n"":""329999""}","{""n"":""25""}","{""n"":""20""}"
"{""n"":""250""}","{""n"":""25470267""}","{""n"":""49""}","{""n"":""209""}"
"{""n"":""780""}","{""n"":""20139968""}","{""n"":""38""}","{""n"":""274""}"
"{""n"":""250""}","{""n"":""831024""}","{""n"":""33""}","{""n"":""45""}"
"{""n"":""100""}","{""n"":""539394""}","{""n"":""41""}","{""n"":""19""}"
"{""n"":""1250""}","{""n"":""20025281""}","{""n"":""54""}","{""n"":""346""}"
"{""n"":""180""}","{""n"":""1574620""}","{""n"":""52""}","{""n"":""44""}"
"{""n"":""250""}","{""n"":""119365""}","{""n"":""38""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""8076""}","{""n"":""22""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""12""}","{""n"":""15""}"
"{""n"":""300""}","{""n"":""504101""}","{""n"":""44""}","{""n"":""24""}"
"{""n"":""250""}","{""n"":""20042""}","{""n"":""51""}","{""n"":""65""}"
"{""n"":""500""}","{""n"":""4270503""}","{""n"":""19""}","{""n"":""133""}"
"{""n"":""1561""}","{""n"":""92795681""}","{""n"":""30""}","{""n"":""1367""}"
"{""n"":""450""}","{""n"":""11111194""}","{""n"":""49""}","{""n"":""256""}"
"{""n"":""150""}","{""n"":""263686""}","{""n"":""25""}","{""n"":""19""}"
"{""n"":""250""}","{""n"":""1819140""}","{""n"":""59""}","{""n"":""93""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""45""}","{""n"":""15""}"
"{""n"":""1800""}","{""n"":""0""}","{""n"":""50""}","{""n"":""15""}"
"{""n"":""600""}","{""n"":""0""}","{""n"":""3""}","{""n"":""15""}"
"{""n"":""305""}","{""n"":""2299796""}","{""n"":""47""}","{""n"":""44""}"
"{""n"":""1260""}","{""n"":""2203166""}","{""n"":""40""}","{""n"":""40""}"
"{""n"":""172""}","{""n"":""202244""}","{""n"":""34""}","{""n"":""19""}"
"{""n"":""400""}","{""n"":""547261""}","{""n"":""23""}","{""n"":""18""}"
"{""n"":""450""}","{""n"":""59261576""}","{""n"":""54""}","{""n"":""892""}"
"{""n"":""250""}","{""n"":""233438""}","{""n"":""20""}","{""n"":""25""}"
"{""n"":""417""}","{""n"":""4385981""}","{""n"":""51""}","{""n"":""80""}"
"{""n"":""136""}","{""n"":""312184""}","{""n"":""24""}","{""n"":""19""}"
"{""n"":""100""}","{""n"":""657200""}","{""n"":""56""}","{""n"":""38""}"
"{""n"":""480""}","{""n"":""12336078""}","{""n"":""58""}","{""n"":""443""}"
"{""n"":""250""}","{""n"":""55750""}","{""n"":""14""}","{""n"":""15""}"
"{""n"":""474""}","{""n"":""28471146""}","{""n"":""36""}","{""n"":""281""}"
"{""n"":""35""}","{""n"":""138018""}","{""n"":""59""}","{""n"":""15""}"
"{""n"":""2585""}","{""n"":""57741890""}","{""n"":""17""}","{""n"":""675""}"
"{""n"":""650""}","{""n"":""6495173""}","{""n"":""33""}","{""n"":""212""}"
"{""n"":""249""}","{""n"":""0""}","{""n"":""52""}","{""n"":""15""}"
"{""n"":""650""}","{""n"":""614629""}","{""n"":""3""}","{""n"":""35""}"
"{""n"":""200""}","{""n"":""987409""}","{""n"":""33""}","{""n"":""45""}"
"{""n"":""330""}","{""n"":""8214149""}","{""n"":""49""}","{""n"":""91""}"
"{""n"":""175""}","{""n"":""1831656""}","{""n"":""50""}","{""n"":""88""}"
"{""n"":""250""}","{""n"":""1748382""}","{""n"":""3""}","{""n"":""145""}"
"{""n"":""250""}","{""n"":""311534""}","{""n"":""29""}","{""n"":""25""}"
"{""n"":""250""}","{""n"":""278881""}","{""n"":""9""}","{""n"":""25""}"
"{""n"":""32""}","{""n"":""2279514""}","{""n"":""1""}","{""n"":""56""}"
"{""n"":""150""}","{""n"":""1909027""}","{""n"":""10""}","{""n"":""45""}"
"{""n"":""450""}","{""n"":""289557770""}","{""n"":""60""}","{""n"":""2052""}"
"{""n"":""250""}","{""n"":""0""}","{""n"":""1""}","{""n"":""15""}"
"{""n"":""350""}","{""n"":""41991""}","{""n"":""52""}","{""n"":""15""}"
"{""n"":""150""}","{""n"":""398714""}","{""n"":""40""}","{""n"":""19""}"
"{""n"":""600""}","{""n"":""11664004""}","{""n"":""11""}","{""n"":""325""}"
"{""n"":""550""}","{""n"":""23018243""}","{""n"":""12""}","{""n"":""404""}"
"{""n"":""225""}","{""n"":""717921""}","{""n"":""50""}","{""n"":""30""}"
"{""n"":""600""}","{""n"":""0""}","{""n"":""33""}","{""n"":""15""}"
"{""n"":""600""}","{""n"":""6024""}","{""n"":""36""}","{""n"":""15""}"
"{""n"":""100""}","{""n"":""30436676""}","{""n"":""54""}","{""n"":""128""}"
"{""n"":""150""}","{""n"":""487340""}","{""n"":""50""}","{""n"":""18""}"
"{""n"":""225""}","{""n"":""3756486""}","{""n"":""60""}","{""n"":""166""}"
"{""n"":""200""}","{""n"":""1795831""}","{""n"":""50""}","{""n"":""49""}"
"{""n"":""365""}","{""n"":""2534115""}","{""n"":""49""}","{""n"":""55""}"
"{""n"":""600""}","{""n"":""1191359""}","{""n"":""43""}","{""n"":""33""}"
"{""n"":""369""}","{""n"":""11046149""}","{""n"":""4""}","{""n"":""381""}"
"{""n"":""250""}","{""n"":""66523""}","{""n"":""32""}","{""n"":""15""}"
"{""n"":""959.9999999999999""}","{""n"":""13485190""}","{""n"":""20""}","{""n"":""652""}"
"{""n"":""250""}","{""n"":""30021""}","{""n"":""14""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""19773""}","{""n"":""50""}","{""n"":""15""}"
"{""n"":""180""}","{""n"":""639970""}","{""n"":""44""}","{""n"":""21""}"
"{""n"":""150""}","{""n"":""357032""}","{""n"":""39""}","{""n"":""19""}"
"{""n"":""250""}","{""n"":""402549""}","{""n"":""22""}","{""n"":""25""}"
"{""n"":""785""}","{""n"":""1627242""}","{""n"":""51""}","{""n"":""67""}"
"{""n"":""750""}","{""n"":""155642671""}","{""n"":""32""}","{""n"":""2263""}"
"{""n"":""200""}","{""n"":""5466562""}","{""n"":""31""}","{""n"":""90""}"
"{""n"":""400""}","{""n"":""416743""}","{""n"":""30""}","{""n"":""20""}"
"{""n"":""250""}","{""n"":""21564017""}","{""n"":""50""}","{""n"":""327""}"
"{""n"":""150""}","{""n"":""2962292""}","{""n"":""14""}","{""n"":""53""}"
"{""n"":""35""}","{""n"":""2225761""}","{""n"":""25""}","{""n"":""23""}"
"{""n"":""49""}","{""n"":""475491""}","{""n"":""4""}","{""n"":""18""}"
"{""n"":""200""}","{""n"":""1218521""}","{""n"":""20""}","{""n"":""44""}"
"{""n"":""229.99999999999997""}","{""n"":""2246766""}","{""n"":""35""}","{""n"":""40""}"
"{""n"":""250""}","{""n"":""722939""}","{""n"":""3""}","{""n"":""60""}"
"{""n"":""670""}","{""n"":""1642216""}","{""n"":""22""}","{""n"":""61""}"
"{""n"":""427""}","{""n"":""1724105""}","{""n"":""39""}","{""n"":""46""}"
"{""n"":""250""}","{""n"":""2032219""}","{""n"":""45""}","{""n"":""73""}"
"{""n"":""250""}","{""n"":""0""}","{""n"":""53""}","{""n"":""15""}"
"{""n"":""56.00000000000001""}","{""n"":""408676""}","{""n"":""34""}","{""n"":""16""}"
"{""n"":""320""}","{""n"":""0""}","{""n"":""58""}","{""n"":""15""}"
"{""n"":""1000""}","{""n"":""158007962""}","{""n"":""9""}","{""n"":""1588""}"
"{""n"":""200""}","{""n"":""824737""}","{""n"":""42""}","{""n"":""25""}"
"{""n"":""750""}","{""n"":""19783860""}","{""n"":""3""}","{""n"":""766""}"
"{""n"":""351""}","{""n"":""140462""}","{""n"":""52""}","{""n"":""15""}"
"{""n"":""150""}","{""n"":""0""}","{""n"":""6""}","{""n"":""15""}"
"{""n"":""3480""}","{""n"":""33689789""}","{""n"":""28""}","{""n"":""273""}"
"{""n"":""200""}","{""n"":""25547""}","{""n"":""29""}","{""n"":""15""}"
"{""n"":""150""}","{""n"":""929456""}","{""n"":""29""}","{""n"":""27""}"
"{""n"":""250""}","{""n"":""61453""}","{""n"":""19""}","{""n"":""15""}"
"{""n"":""175""}","{""n"":""40077""}","{""n"":""54""}","{""n"":""15""}"
"{""n"":""280""}","{""n"":""330952339""}","{""n"":""59""}","{""n"":""1506""}"
"{""n"":""450""}","{""n"":""43901390""}","{""n"":""21""}","{""n"":""340""}"
"{""n"":""207""}","{""n"":""0""}","{""n"":""3""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""2206038""}","{""n"":""39""}","{""n"":""53""}"
"{""n"":""172""}","{""n"":""225263""}","{""n"":""31""}","{""n"":""19""}"
"{""n"":""200""}","{""n"":""80180""}","{""n"":""24""}","{""n"":""15""}"
"{""n"":""600""}","{""n"":""3950416""}","{""n"":""48""}","{""n"":""116""}"
"{""n"":""120""}","{""n"":""826934""}","{""n"":""43""}","{""n"":""18""}"
"{""n"":""256""}","{""n"":""8167170""}","{""n"":""50""}","{""n"":""130""}"
"{""n"":""225""}","{""n"":""422014""}","{""n"":""10""}","{""n"":""21""}"
"{""n"":""637""}","{""n"":""8641111""}","{""n"":""6""}","{""n"":""392""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""30""}","{""n"":""15""}"
"{""n"":""150""}","{""n"":""0""}","{""n"":""24""}","{""n"":""15""}"
"{""n"":""149""}","{""n"":""1109253""}","{""n"":""53""}","{""n"":""24""}"
"{""n"":""100""}","{""n"":""136939""}","{""n"":""52""}","{""n"":""15""}"
"{""n"":""105""}","{""n"":""206655""}","{""n"":""40""}","{""n"":""15""}"
"{""n"":""300""}","{""n"":""7851507""}","{""n"":""40""}","{""n"":""121""}"
"{""n"":""900""}","{""n"":""1372620""}","{""n"":""57""}","{""n"":""93""}"
"{""n"":""350""}","{""n"":""2128473""}","{""n"":""55""}","{""n"":""138""}"
"{""n"":""172""}","{""n"":""256112""}","{""n"":""11""}","{""n"":""19""}"
"{""n"":""250""}","{""n"":""7023417""}","{""n"":""42""}","{""n"":""290""}"
"{""n"":""576""}","{""n"":""29946669""}","{""n"":""52""}","{""n"":""392""}"
"{""n"":""56.00000000000001""}","{""n"":""7879""}","{""n"":""30""}","{""n"":""15""}"
"{""n"":""372""}","{""n"":""14312700""}","{""n"":""52""}","{""n"":""207""}"
"{""n"":""385""}","{""n"":""163668""}","{""n"":""56""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""4479015""}","{""n"":""2""}","{""n"":""35""}"
"{""n"":""200""}","{""n"":""135552""}","{""n"":""33""}","{""n"":""15""}"
"{""n"":""1405""}","{""n"":""85746171""}","{""n"":""17""}","{""n"":""664""}"
"{""n"":""750""}","{""n"":""70629028""}","{""n"":""34""}","{""n"":""1100""}"
"{""n"":""136""}","{""n"":""17925""}","{""n"":""27""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""1838021""}","{""n"":""9""}","{""n"":""87""}"
"{""n"":""250""}","{""n"":""1286000""}","{""n"":""13""}","{""n"":""38""}"
"{""n"":""320""}","{""n"":""3998""}","{""n"":""55""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""251180""}","{""n"":""50""}","{""n"":""15""}"
"{""n"":""229.99999999999997""}","{""n"":""528177""}","{""n"":""20""}","{""n"":""28""}"
"{""n"":""200""}","{""n"":""3164023""}","{""n"":""40""}","{""n"":""265""}"
"{""n"":""151""}","{""n"":""535690""}","{""n"":""38""}","{""n"":""19""}"
"{""n"":""850""}","{""n"":""5806238""}","{""n"":""41""}","{""n"":""133""}"
"{""n"":""430""}","{""n"":""0""}","{""n"":""26""}","{""n"":""65""}"
"{""n"":""400""}","{""n"":""305997""}","{""n"":""55""}","{""n"":""28""}"
"{""n"":""360""}","{""n"":""51703660""}","{""n"":""55""}","{""n"":""793""}"
"{""n"":""720""}","{""n"":""3130917""}","{""n"":""10""}","{""n"":""107""}"
"{""n"":""200""}","{""n"":""62151""}","{""n"":""49""}","{""n"":""15""}"
"{""n"":""935""}","{""n"":""166631""}","{""n"":""53""}","{""n"":""15""}"
"{""n"":""120""}","{""n"":""2939271""}","{""n"":""29""}","{""n"":""90""}"
"{""n"":""1050""}","{""n"":""75988956""}","{""n"":""43""}","{""n"":""636""}"
"{""n"":""600""}","{""n"":""52793480""}","{""n"":""60""}","{""n"":""1425""}"
"{""n"":""602""}","{""n"":""10387108""}","{""n"":""37""}","{""n"":""202""}"
"{""n"":""72""}","{""n"":""32608833""}","{""n"":""53""}","{""n"":""185""}"
"{""n"":""200""}","{""n"":""16875624""}","{""n"":""14""}","{""n"":""459""}"
"{""n"":""150""}","{""n"":""230817""}","{""n"":""9""}","{""n"":""19""}"
"{""n"":""150""}","{""n"":""29985""}","{""n"":""30""}","{""n"":""15""}"
"{""n"":""172""}","{""n"":""385976""}","{""n"":""43""}","{""n"":""19""}"
"{""n"":""1659""}","{""n"":""16332618""}","{""n"":""45""}","{""n"":""191""}"
"{""n"":""200""}","{""n"":""739719""}","{""n"":""12""}","{""n"":""45""}"
"{""n"":""1784""}","{""n"":""114862967""}","{""n"":""16""}","{""n"":""516""}"
"{""n"":""1165""}","{""n"":""4373383""}","{""n"":""36""}","{""n"":""243""}"
"{""n"":""72""}","{""n"":""0""}","{""n"":""33""}","{""n"":""15""}"
"{""n"":""385""}","{""n"":""11356703""}","{""n"":""44""}","{""n"":""225""}"
"{""n"":""200""}","{""n"":""165215""}","{""n"":""11""}","{""n"":""25""}"
"{""n"":""3190""}","{""n"":""84994511""}","{""n"":""49""}","{""n"":""1262""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""51""}","{""n"":""15""}"
"{""n"":""199""}","{""n"":""335753""}","{""n"":""21""}","{""n"":""21""}"
"{""n"":""225""}","{""n"":""0""}","{""n"":""58""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""374912""}","{""n"":""26""}","{""n"":""25""}"
"{""n"":""250""}","{""n"":""1164980""}","{""n"":""29""}","{""n"":""55""}"
"{""n"":""229.99999999999997""}","{""n"":""127208""}","{""n"":""16""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""575577""}","{""n"":""14""}","{""n"":""25""}"
"{""n"":""235""}","{""n"":""18214204""}","{""n"":""57""}","{""n"":""393""}"
"{""n"":""210""}","{""n"":""165977""}","{""n"":""47""}","{""n"":""15""}"
"{""n"":""136""}","{""n"":""718838""}","{""n"":""15""}","{""n"":""19""}"
"{""n"":""150""}","{""n"":""346205""}","{""n"":""3""}","{""n"":""25""}"
"{""n"":""150""}","{""n"":""0""}","{""n"":""26""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""8196482""}","{""n"":""17""}","{""n"":""199""}"
"{""n"":""56.00000000000001""}","{""n"":""15967""}","{""n"":""18""}","{""n"":""15""}"
"{""n"":""122""}","{""n"":""74242""}","{""n"":""40""}","{""n"":""15""}"
"{""n"":""56.00000000000001""}","{""n"":""6075025""}","{""n"":""6""}","{""n"":""161""}"
"{""n"":""250""}","{""n"":""3483631""}","{""n"":""45""}","{""n"":""84""}"
"{""n"":""200""}","{""n"":""911784""}","{""n"":""52""}","{""n"":""38""}"
"{""n"":""240""}","{""n"":""9202608""}","{""n"":""51""}","{""n"":""105""}"
"{""n"":""200""}","{""n"":""616294""}","{""n"":""39""}","{""n"":""25""}"
"{""n"":""120""}","{""n"":""454393""}","{""n"":""51""}","{""n"":""18""}"
"{""n"":""150""}","{""n"":""17997""}","{""n"":""60""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""1189110""}","{""n"":""35""}","{""n"":""45""}"
"{""n"":""150""}","{""n"":""0""}","{""n"":""11""}","{""n"":""15""}"
"{""n"":""540""}","{""n"":""3019995""}","{""n"":""13""}","{""n"":""103""}"
"{""n"":""200""}","{""n"":""15990""}","{""n"":""37""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""23""}","{""n"":""15""}"
"{""n"":""825""}","{""n"":""74404329""}","{""n"":""1""}","{""n"":""1480""}"
"{""n"":""100""}","{""n"":""0""}","{""n"":""47""}","{""n"":""15""}"
"{""n"":""300""}","{""n"":""9245094""}","{""n"":""42""}","{""n"":""198""}"
"{""n"":""237""}","{""n"":""7571590""}","{""n"":""24""}","{""n"":""92""}"
"{""n"":""630""}","{""n"":""11289014""}","{""n"":""46""}","{""n"":""195""}"
"{""n"":""350""}","{""n"":""220944""}","{""n"":""50""}","{""n"":""23""}"
"{""n"":""151""}","{""n"":""14119""}","{""n"":""60""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""194259""}","{""n"":""19""}","{""n"":""15""}"
"{""n"":""450""}","{""n"":""873235""}","{""n"":""29""}","{""n"":""33""}"
"{""n"":""425""}","{""n"":""4209744""}","{""n"":""22""}","{""n"":""104""}"
"{""n"":""56.00000000000001""}","{""n"":""950843""}","{""n"":""13""}","{""n"":""19""}"
"{""n"":""410""}","{""n"":""90381""}","{""n"":""13""}","{""n"":""15""}"
"{""n"":""1330""}","{""n"":""15153220""}","{""n"":""39""}","{""n"":""250""}"
"{""n"":""150""}","{""n"":""554398""}","{""n"":""28""}","{""n"":""23""}"
"{""n"":""400""}","{""n"":""12152005""}","{""n"":""3""}","{""n"":""351""}"
"{""n"":""200""}","{""n"":""1248707""}","{""n"":""23""}","{""n"":""45""}"
"{""n"":""604""}","{""n"":""7945934""}","{""n"":""26""}","{""n"":""510""}"
"{""n"":""380""}","{""n"":""16140412""}","{""n"":""23""}","{""n"":""149""}"
"{""n"":""250""}","{""n"":""1035779""}","{""n"":""24""}","{""n"":""45""}"
"{""n"":""672""}","{""n"":""561080""}","{""n"":""44""}","{""n"":""15""}"
"{""n"":""240""}","{""n"":""681753""}","{""n"":""44""}","{""n"":""25""}"
"{""n"":""1450""}","{""n"":""57340041""}","{""n"":""23""}","{""n"":""971""}"
"{""n"":""250""}","{""n"":""0""}","{""n"":""21""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""150249""}","{""n"":""27""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""603373""}","{""n"":""16""}","{""n"":""25""}"
"{""n"":""250""}","{""n"":""0""}","{""n"":""25""}","{""n"":""15""}"
"{""n"":""210""}","{""n"":""2658256""}","{""n"":""2""}","{""n"":""140""}"
"{""n"":""180""}","{""n"":""0""}","{""n"":""15""}","{""n"":""15""}"
"{""n"":""135""}","{""n"":""7133600""}","{""n"":""38""}","{""n"":""32""}"
"{""n"":""140""}","{""n"":""991449""}","{""n"":""4""}","{""n"":""38""}"
"{""n"":""650""}","{""n"":""7189653""}","{""n"":""41""}","{""n"":""147""}"
"{""n"":""250""}","{""n"":""7136723""}","{""n"":""45""}","{""n"":""199""}"
"{""n"":""250""}","{""n"":""37907""}","{""n"":""56""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""824241""}","{""n"":""42""}","{""n"":""23""}"
"{""n"":""200""}","{""n"":""197763""}","{""n"":""6""}","{""n"":""15""}"
"{""n"":""120""}","{""n"":""290320""}","{""n"":""42""}","{""n"":""15""}"
"{""n"":""172""}","{""n"":""82149""}","{""n"":""6""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""0""}","{""n"":""30""}","{""n"":""15""}"
"{""n"":""920""}","{""n"":""5066829""}","{""n"":""35""}","{""n"":""105""}"
"{""n"":""1440""}","{""n"":""80612426""}","{""n"":""43""}","{""n"":""569""}"
"{""n"":""200""}","{""n"":""44497632""}","{""n"":""32""}","{""n"":""688""}"
"{""n"":""400""}","{""n"":""0""}","{""n"":""26""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""1894494""}","{""n"":""27""}","{""n"":""87""}"
"{""n"":""180""}","{""n"":""4306050""}","{""n"":""16""}","{""n"":""25""}"
"{""n"":""200""}","{""n"":""495364""}","{""n"":""26""}","{""n"":""23""}"
"{""n"":""800""}","{""n"":""2192843""}","{""n"":""51""}","{""n"":""90""}"
"{""n"":""450""}","{""n"":""4043619""}","{""n"":""19""}","{""n"":""150""}"
